key	localised_description	localised_title	bundle_target	priority	ui_icon	is_global_effect	show_in_3d_space	owner_only
derpy_chd_ex_teb_offering_rom_textiles	Cloth delivered to the muster is a company clothed before it is paid, and cheaper for it.	Consigned to the Temple: Pottery	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_teb_offering_rom_timber	Materials pledged in advance are materials bought at last year's price.	Consigned to the Temple: Timber	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_teb_offering_rom_wine	The feast is held at the Compact's expense and the crowd is told whose expense it was.	Consigned to the Temple: Wine	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_teb_offering_spices	The feast is held at the Compact's expense and the crowd is told whose expense it was.	Consigned to the Temple: Spices	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_teb_offering_trinkets	A house in good standing with the Compact is a house whose cargo clears the mole first.	Consigned to the Temple: Elven Trinkets	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_teb_myrmidia_pleased	The consignment was delivered, weighed and receipted without a query. The Compact extends terms it does not extend to everyone.	Discharged in Full	faction	1	trait_chaos_dwarfs.png	true	false	true
derpy_chd_ex_teb_myrmidia_wrath	The note came back unpaid and was protested before a notary the same morning. Every counting house on the coast reads that register.	Protested for Non-Payment	faction	1	attrition.png	true	false	true
derpy_chd_ex_def_offering_animals	The temple holds a rite, the city attends, and the city is quiet for a while afterwards.	Given to the Temple: Exotic Animals	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_def_offering_dyes	A house in favour at the temple is a house whose cargo is not looked at closely.	Given to the Temple: Dyes	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_def_offering_gems	A house in favour at the temple is a house whose cargo is not looked at closely.	Given to the Temple: Gemstones	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_def_offering_gold_idols	Melted gold buys the kind of servant who is already in the room.	Given to the Temple: Golden Idols	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_def_offering_ivory	Curiosities go to the Convent and come back as a method nobody wants explained.	Given to the Temple: Tusks	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_def_offering_medicine	Medicine and salt for the host, and the ranks close up again.	Given to the Temple: Medicinal Plants	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_def_offering_obsidian	The Convent takes the black glass, and the winds answer more readily than is wise.	Given to the Temple: Carved Obsidian	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_def_offering_rom_furs	Furs for the long marches, and the columns cross Naggaroth without losing a quarter of themselves.	Given to the Temple: Furs	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_def_offering_rom_glass	The temple holds a rite, the city attends, and the city is quiet for a while afterwards.	Given to the Temple: Dwarf Beer	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_def_offering_rom_iron	The iron goes to Hag Graef and comes back as plate, worked by hands that were not paid for it.	Given to the Temple: Iron	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_def_offering_rom_lead	Medicine and salt for the host, and the ranks close up again.	Given to the Temple: Salt	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_def_offering_rom_marble	Materials given up front are materials not requisitioned later, and the work goes cheaper for it.	Given to the Temple: Marble	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_def_offering_rom_textiles	Tribute paid early buys a levy at the temple's rate, which stays low for exactly as long as you keep paying it.	Given to the Temple: Pottery	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_def_offering_rom_timber	Materials given up front are materials not requisitioned later, and the work goes cheaper for it.	Given to the Temple: Timber	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_def_offering_rom_wine	The temple holds a rite, the city attends, and the city is quiet for a while afterwards.	Given to the Temple: Wine	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_def_offering_spices	The temple holds a rite, the city attends, and the city is quiet for a while afterwards.	Given to the Temple: Spices	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_def_offering_trinkets	A house in favour at the temple is a house whose cargo is not looked at closely.	Given to the Temple: Elven Trinkets	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_def_khaine_pleased	The portion was given whole and on the day named. The temple has noticed, which is not the same as being safe and is better than the alternative.	Khaine is Served	faction	1	trait_chaos_dwarfs.png	true	false	true
derpy_chd_ex_def_khaine_wrath	The portion was not given, and the Hag Queens were told the same evening. They did not seem surprised, which is the part worth worrying about.	Marked at the Temple	faction	1	attrition.png	true	false	true
derpy_chd_ex_hef_offering_animals	The wine goes to the audience hall and the audience goes home satisfied, which is the whole art of it.	Tribute to Asuryan: Exotic Animals	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_hef_offering_dyes	A house in the Court's regard is a house whose cargo clears the Gate without being weighed twice.	Tribute to Asuryan: Dyes	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_hef_offering_gems	A house in the Court's regard is a house whose cargo clears the Gate without being weighed twice.	Tribute to Asuryan: Gemstones	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_hef_offering_gold_idols	Melted gold pays for the sort of Elf who arrives before the message does.	Tribute to Asuryan: Golden Idols	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_hef_offering_ivory	Curiosities reach the White Tower, and the White Tower returns something more useful than thanks.	Tribute to Asuryan: Tusks	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_hef_offering_medicine	Medicine reaches the host, and the host is whole again faster than it has any right to be.	Tribute to Asuryan: Medicinal Plants	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_hef_offering_obsidian	Saphery takes the black glass, and the winds run deeper for whoever gave it.	Tribute to Asuryan: Carved Obsidian	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_hef_offering_rom_furs	Furs for the northern watch, and the columns keep the pace they are famous for.	Tribute to Asuryan: Furs	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_hef_offering_rom_glass	The wine goes to the audience hall and the audience goes home satisfied, which is the whole art of it.	Tribute to Asuryan: Dwarf Beer	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_hef_offering_rom_iron	The iron goes to the armourers of Lothern and comes back as something a mortal smith would not attempt.	Tribute to Asuryan: Iron	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_hef_offering_rom_lead	Medicine reaches the host, and the host is whole again faster than it has any right to be.	Tribute to Asuryan: Salt	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_hef_offering_rom_marble	Stone pledged in advance is stone at last century's price, and the masons of Chrace keep their word.	Tribute to Asuryan: Marble	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_hef_offering_rom_textiles	Tribute rendered early is a levy raised cheaply. The Court remembers which houses were early.	Tribute to Asuryan: Pottery	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_hef_offering_rom_timber	Stone pledged in advance is stone at last century's price, and the masons of Chrace keep their word.	Tribute to Asuryan: Timber	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_hef_offering_rom_wine	The wine goes to the audience hall and the audience goes home satisfied, which is the whole art of it.	Tribute to Asuryan: Wine	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_hef_offering_spices	The wine goes to the audience hall and the audience goes home satisfied, which is the whole art of it.	Tribute to Asuryan: Spices	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_hef_offering_trinkets	A house in the Court's regard is a house whose cargo clears the Gate without being weighed twice.	Tribute to Asuryan: Elven Trinkets	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_hef_phoenix_pleased	The tribute was rendered in full and on the day named. The Court has said so once, in public, which is a great deal.	Well Regarded	faction	1	trait_chaos_dwarfs.png	true	false	true
derpy_chd_ex_hef_phoenix_wrath	The request was not met, and the omission was noticed by people whose noticing carries. Nobody has said anything. Nobody will need to.	Noted at Court	faction	1	attrition.png	true	false	true
derpy_chd_ex_skv_offering_animals	The feast goes to the warren and the squeaking stops for a while.	Tribute to the Council: Exotic Animals	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_skv_offering_dyes	A clan that pays promptly is a clan that is robbed last.	Tribute to the Council: Dyes	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_skv_offering_gems	A clan that pays promptly is a clan that is robbed last.	Tribute to the Council: Gemstones	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_skv_offering_gold_idols	Melted gold buys the sort of underling who arrives unannounced.	Tribute to the Council: Golden Idols	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_skv_offering_ivory	Strange goods reach Skryre and something explodes productively.	Tribute to the Council: Tusks	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_skv_offering_medicine	The Council releases the breeding quotas and the swarm refills.	Tribute to the Council: Medicinal Plants	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_skv_offering_obsidian	Burnt black glass, and the Seers see further than is good for anyone.	Tribute to the Council: Carved Obsidian	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_skv_offering_rom_furs	Furs for the deep tunnels, and the columns run further.	Tribute to the Council: Furs	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_skv_offering_rom_glass	The feast goes to the warren and the squeaking stops for a while.	Tribute to the Council: Dwarf Beer	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_skv_offering_rom_iron	Skryre takes the iron and returns plate that mostly holds.	Tribute to the Council: Iron	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_skv_offering_rom_lead	The Council releases the breeding quotas and the swarm refills.	Tribute to the Council: Salt	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_skv_offering_rom_marble	Materials surrendered are materials not stolen twice, and the digging goes cheaper.	Tribute to the Council: Marble	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_skv_offering_rom_textiles	Tribute paid up front buys clanrats at the lower rate.	Tribute to the Council: Pottery	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_skv_offering_rom_timber	Materials surrendered are materials not stolen twice, and the digging goes cheaper.	Tribute to the Council: Timber	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_skv_offering_rom_wine	The feast goes to the warren and the squeaking stops for a while.	Tribute to the Council: Wine	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_skv_offering_spices	The feast goes to the warren and the squeaking stops for a while.	Tribute to the Council: Spices	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_skv_offering_trinkets	A clan that pays promptly is a clan that is robbed last.	Tribute to the Council: Elven Trinkets	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_skv_council_pleased	The tribute arrived whole and on time, which the Council was not expecting and has decided to reward anyway.	The Council is Pleased	faction	1	trait_chaos_dwarfs.png	true	false	true
derpy_chd_ex_skv_council_wrath	The tribute did not arrive and thirteen of the wrong sort noticed. Word travels faster underground than anywhere.	Marked by the Council	faction	1	attrition.png	true	false	true
derpy_chd_ex_offering_animals	Beasts screaming on the altar, and the columns come home heavier with slaves.	Offering to Hashut: Exotic Animals	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_offering_dyes	Treasure fed to the furnace buys favour in every market.	Offering to Hashut: Dyes	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_offering_gems	Treasure fed to the furnace buys favour in every market.	Offering to Hashut: Gemstones	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_offering_gold_idols	Idols melt on the altar and ambitious men come to the Conclave.	Offering to Hashut: Golden Idols	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_offering_ivory	Burnt tusk and rare ash teach the workshops something new.	Offering to Hashut: Tusks	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_offering_medicine	Hashut blesses the supply train and the armies fill again.	Offering to Hashut: Medicinal Plants	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_offering_obsidian	The smoke of burnt obsidian opens the Sorcerer-Prophets' sight.	Offering to Hashut: Carved Obsidian	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_offering_rom_furs	Furs burn, the Bull God warms the road, and columns march further.	Offering to Hashut: Furs	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_offering_rom_glass	The feast is given to the flames, and the slaves are quiet.	Offering to Hashut: Dwarf Beer	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_offering_rom_iron	Hashut takes the iron and hardens every plate in the host.	Offering to Hashut: Iron	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_offering_rom_lead	Hashut blesses the supply train and the armies fill again.	Offering to Hashut: Salt	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_offering_rom_marble	Timber and stone burn on the altar; the work goes cheaper.	Offering to Hashut: Marble	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_offering_rom_textiles	Goods offered up buy conscripts cheaper than gold does.	Offering to Hashut: Pottery	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_offering_rom_timber	Timber and stone burn on the altar; the work goes cheaper.	Offering to Hashut: Timber	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_offering_rom_wine	The feast is given to the flames, and the slaves are quiet.	Offering to Hashut: Wine	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_offering_spices	The feast is given to the flames, and the slaves are quiet.	Offering to Hashut: Spices	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_offering_trinkets	Treasure fed to the furnace buys favour in every market.	Offering to Hashut: Elven Trinkets	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_hashut_pleased	The tithe was paid in full and on the day it was asked. Word of that travels too.	Hashut is Pleased	faction	1	trait_chaos_dwarfs.png	true	false	true
derpy_chd_ex_hashut_wrath	The altar went cold and the priests said why. Word travels faster than any order you can give.	Hashut's Displeasure	faction	1	attrition.png	true	false	true
derpy_chd_ex_cth_offering_animals	The banquet is given to the province and harmony is restored.	Levied by the Court: Exotic Animals	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_cth_offering_dyes	A compliant house receives a favourable schedule. This is not a bribe; it is filing.	Levied by the Court: Dyes	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_cth_offering_gems	A compliant house receives a favourable schedule. This is not a bribe; it is filing.	Levied by the Court: Gemstones	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_cth_offering_gold_idols	Melted idols fund appointments, and appointments are how the Court moves.	Levied by the Court: Golden Idols	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_cth_offering_ivory	Curiosities reach the Celestial archives and are catalogued, which is how Cathay learns.	Levied by the Court: Tusks	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_cth_offering_medicine	The requisition clears and the garrisons are made whole.	Levied by the Court: Medicinal Plants	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_cth_offering_obsidian	Correct offerings at the correct hour; the winds answer on schedule.	Levied by the Court: Carved Obsidian	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
