effect_bundle_key	effect_key	effect_scope	value	advancement_stage
derpy_chd_ex_teb_offering_gold_idols	wh2_main_effect_agent_cap_increase_all_heroes	faction_to_faction_own_unseen	2.0000	start_turn_completed
derpy_chd_ex_teb_offering_ivory	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	4.0000	start_turn_completed
derpy_chd_ex_teb_offering_medicine	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	6.0000	start_turn_completed
derpy_chd_ex_teb_offering_obsidian	wh3_main_effect_winds_of_magic_pool_cap	faction_to_force_own	10.0000	start_turn_completed
derpy_chd_ex_teb_offering_rom_furs	wh_main_effect_force_all_campaign_movement_range	faction_to_force_own	6.0000	start_turn_completed
derpy_chd_ex_teb_offering_rom_glass	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_teb_offering_rom_iron	wh_main_effect_force_stat_armour	faction_to_force_own	4.0000	start_turn_completed
derpy_chd_ex_teb_offering_rom_lead	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	6.0000	start_turn_completed
derpy_chd_ex_teb_offering_rom_marble	wh_main_effect_building_construction_cost_mod_all	faction_to_region_own	-6.0000	start_turn_completed
derpy_chd_ex_teb_offering_rom_textiles	wh_main_effect_force_all_campaign_recruitment_cost_all	faction_to_force_own	-6.0000	start_turn_completed
derpy_chd_ex_teb_offering_rom_timber	wh_main_effect_building_construction_cost_mod_all	faction_to_region_own	-6.0000	start_turn_completed
derpy_chd_ex_teb_offering_rom_wine	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_teb_offering_spices	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_teb_offering_trinkets	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	6.0000	start_turn_completed
derpy_chd_ex_teb_myrmidia_pleased	wh_main_effect_public_order_faction	faction_to_province_own	3.0000	start_turn_completed
derpy_chd_ex_teb_myrmidia_pleased	wh_main_effect_force_stat_leadership	faction_to_force_own	5.0000	start_turn_completed
derpy_chd_ex_teb_myrmidia_wrath	wh_main_effect_public_order_faction	faction_to_province_own	-6.0000	start_turn_completed
derpy_chd_ex_teb_myrmidia_wrath	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	-10.0000	start_turn_completed
derpy_chd_ex_def_offering_animals	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_def_offering_dyes	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	6.0000	start_turn_completed
derpy_chd_ex_def_offering_gems	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	6.0000	start_turn_completed
derpy_chd_ex_def_offering_gold_idols	wh2_main_effect_agent_cap_increase_all_heroes	faction_to_faction_own_unseen	2.0000	start_turn_completed
derpy_chd_ex_def_offering_ivory	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	4.0000	start_turn_completed
derpy_chd_ex_def_offering_medicine	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	6.0000	start_turn_completed
derpy_chd_ex_def_offering_obsidian	wh3_main_effect_winds_of_magic_pool_cap	faction_to_force_own	10.0000	start_turn_completed
derpy_chd_ex_def_offering_rom_furs	wh_main_effect_force_all_campaign_movement_range	faction_to_force_own	6.0000	start_turn_completed
derpy_chd_ex_def_offering_rom_glass	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_def_offering_rom_iron	wh_main_effect_force_stat_armour	faction_to_force_own	4.0000	start_turn_completed
derpy_chd_ex_def_offering_rom_lead	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	6.0000	start_turn_completed
derpy_chd_ex_def_offering_rom_marble	wh_main_effect_building_construction_cost_mod_all	faction_to_region_own	-6.0000	start_turn_completed
derpy_chd_ex_def_offering_rom_textiles	wh_main_effect_force_all_campaign_recruitment_cost_all	faction_to_force_own	-6.0000	start_turn_completed
derpy_chd_ex_def_offering_rom_timber	wh_main_effect_building_construction_cost_mod_all	faction_to_region_own	-6.0000	start_turn_completed
derpy_chd_ex_def_offering_rom_wine	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_def_offering_spices	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_def_offering_trinkets	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	6.0000	start_turn_completed
derpy_chd_ex_def_khaine_pleased	wh_main_effect_public_order_faction	faction_to_province_own	3.0000	start_turn_completed
derpy_chd_ex_def_khaine_pleased	wh_main_effect_force_stat_leadership	faction_to_force_own	5.0000	start_turn_completed
derpy_chd_ex_def_khaine_wrath	wh_main_effect_public_order_faction	faction_to_province_own	-6.0000	start_turn_completed
derpy_chd_ex_def_khaine_wrath	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	-10.0000	start_turn_completed
derpy_chd_ex_hef_offering_animals	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_hef_offering_dyes	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	6.0000	start_turn_completed
derpy_chd_ex_hef_offering_gems	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	6.0000	start_turn_completed
derpy_chd_ex_hef_offering_gold_idols	wh2_main_effect_agent_cap_increase_all_heroes	faction_to_faction_own_unseen	2.0000	start_turn_completed
derpy_chd_ex_hef_offering_ivory	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	4.0000	start_turn_completed
derpy_chd_ex_hef_offering_medicine	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	6.0000	start_turn_completed
derpy_chd_ex_hef_offering_obsidian	wh3_main_effect_winds_of_magic_pool_cap	faction_to_force_own	10.0000	start_turn_completed
derpy_chd_ex_hef_offering_rom_furs	wh_main_effect_force_all_campaign_movement_range	faction_to_force_own	6.0000	start_turn_completed
derpy_chd_ex_hef_offering_rom_glass	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_hef_offering_rom_iron	wh_main_effect_force_stat_armour	faction_to_force_own	4.0000	start_turn_completed
derpy_chd_ex_hef_offering_rom_lead	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	6.0000	start_turn_completed
derpy_chd_ex_hef_offering_rom_marble	wh_main_effect_building_construction_cost_mod_all	faction_to_region_own	-6.0000	start_turn_completed
derpy_chd_ex_hef_offering_rom_textiles	wh_main_effect_force_all_campaign_recruitment_cost_all	faction_to_force_own	-6.0000	start_turn_completed
derpy_chd_ex_hef_offering_rom_timber	wh_main_effect_building_construction_cost_mod_all	faction_to_region_own	-6.0000	start_turn_completed
derpy_chd_ex_hef_offering_rom_wine	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_hef_offering_spices	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_hef_offering_trinkets	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	6.0000	start_turn_completed
derpy_chd_ex_hef_phoenix_pleased	wh_main_effect_public_order_faction	faction_to_province_own	3.0000	start_turn_completed
derpy_chd_ex_hef_phoenix_pleased	wh_main_effect_force_stat_leadership	faction_to_force_own	5.0000	start_turn_completed
derpy_chd_ex_hef_phoenix_wrath	wh_main_effect_public_order_faction	faction_to_province_own	-6.0000	start_turn_completed
derpy_chd_ex_hef_phoenix_wrath	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	-10.0000	start_turn_completed
derpy_chd_ex_skv_offering_animals	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_skv_offering_dyes	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	6.0000	start_turn_completed
derpy_chd_ex_skv_offering_gems	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	6.0000	start_turn_completed
derpy_chd_ex_skv_offering_gold_idols	wh2_main_effect_agent_cap_increase_all_heroes	faction_to_faction_own_unseen	2.0000	start_turn_completed
derpy_chd_ex_skv_offering_ivory	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	4.0000	start_turn_completed
derpy_chd_ex_skv_offering_medicine	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	6.0000	start_turn_completed
derpy_chd_ex_skv_offering_obsidian	wh3_main_effect_winds_of_magic_pool_cap	faction_to_force_own	10.0000	start_turn_completed
derpy_chd_ex_skv_offering_rom_furs	wh_main_effect_force_all_campaign_movement_range	faction_to_force_own	6.0000	start_turn_completed
derpy_chd_ex_skv_offering_rom_glass	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_skv_offering_rom_iron	wh_main_effect_force_stat_armour	faction_to_force_own	4.0000	start_turn_completed
derpy_chd_ex_skv_offering_rom_lead	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	6.0000	start_turn_completed
derpy_chd_ex_skv_offering_rom_marble	wh_main_effect_building_construction_cost_mod_all	faction_to_region_own	-6.0000	start_turn_completed
derpy_chd_ex_skv_offering_rom_textiles	wh_main_effect_force_all_campaign_recruitment_cost_all	faction_to_force_own	-6.0000	start_turn_completed
derpy_chd_ex_skv_offering_rom_timber	wh_main_effect_building_construction_cost_mod_all	faction_to_region_own	-6.0000	start_turn_completed
derpy_chd_ex_skv_offering_rom_wine	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_skv_offering_spices	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_skv_offering_trinkets	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	6.0000	start_turn_completed
derpy_chd_ex_skv_council_pleased	wh_main_effect_public_order_faction	faction_to_province_own	3.0000	start_turn_completed
derpy_chd_ex_skv_council_pleased	wh_main_effect_force_stat_leadership	faction_to_force_own	5.0000	start_turn_completed
derpy_chd_ex_skv_council_wrath	wh_main_effect_public_order_faction	faction_to_province_own	-6.0000	start_turn_completed
derpy_chd_ex_skv_council_wrath	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	-10.0000	start_turn_completed
derpy_chd_ex_offering_animals	wh3_dlc23_effect_force_chd_campaign_post_battle_labour	faction_to_character_own_factionwide_armytext	10.0000	start_turn_completed
derpy_chd_ex_offering_dyes	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	6.0000	start_turn_completed
derpy_chd_ex_offering_gems	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	6.0000	start_turn_completed
derpy_chd_ex_offering_gold_idols	wh2_main_effect_agent_cap_increase_all_heroes	faction_to_faction_own_unseen	2.0000	start_turn_completed
derpy_chd_ex_offering_ivory	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	4.0000	start_turn_completed
derpy_chd_ex_offering_medicine	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	6.0000	start_turn_completed
derpy_chd_ex_offering_obsidian	wh3_main_effect_winds_of_magic_pool_cap	faction_to_force_own	10.0000	start_turn_completed
derpy_chd_ex_offering_rom_furs	wh_main_effect_force_all_campaign_movement_range	faction_to_force_own	6.0000	start_turn_completed
derpy_chd_ex_offering_rom_glass	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_offering_rom_iron	wh_main_effect_force_stat_armour	faction_to_force_own	4.0000	start_turn_completed
derpy_chd_ex_offering_rom_lead	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	6.0000	start_turn_completed
derpy_chd_ex_offering_rom_marble	wh_main_effect_building_construction_cost_mod_all	faction_to_region_own	-6.0000	start_turn_completed
derpy_chd_ex_offering_rom_textiles	wh_main_effect_force_all_campaign_recruitment_cost_all	faction_to_force_own	-6.0000	start_turn_completed
derpy_chd_ex_offering_rom_timber	wh_main_effect_building_construction_cost_mod_all	faction_to_region_own	-6.0000	start_turn_completed
derpy_chd_ex_offering_rom_wine	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_offering_spices	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_offering_trinkets	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	6.0000	start_turn_completed
derpy_chd_ex_hashut_pleased	wh_main_effect_public_order_faction	faction_to_province_own	3.0000	start_turn_completed
derpy_chd_ex_hashut_pleased	wh_main_effect_force_stat_leadership	faction_to_force_own	5.0000	start_turn_completed
derpy_chd_ex_hashut_wrath	wh_main_effect_public_order_faction	faction_to_province_own	-6.0000	start_turn_completed
derpy_chd_ex_hashut_wrath	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	-10.0000	start_turn_completed
derpy_chd_ex_cth_offering_animals	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_cth_offering_dyes	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	6.0000	start_turn_completed
derpy_chd_ex_cth_offering_gems	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	6.0000	start_turn_completed
derpy_chd_ex_cth_offering_gold_idols	wh2_main_effect_agent_cap_increase_all_heroes	faction_to_faction_own_unseen	2.0000	start_turn_completed
derpy_chd_ex_cth_offering_ivory	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	4.0000	start_turn_completed
derpy_chd_ex_cth_offering_medicine	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	6.0000	start_turn_completed
derpy_chd_ex_cth_offering_obsidian	wh3_main_effect_winds_of_magic_pool_cap	faction_to_force_own	10.0000	start_turn_completed
derpy_chd_ex_cth_offering_rom_furs	wh_main_effect_force_all_campaign_movement_range	faction_to_force_own	6.0000	start_turn_completed
derpy_chd_ex_cth_offering_rom_glass	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_cth_offering_rom_iron	wh_main_effect_force_stat_armour	faction_to_force_own	4.0000	start_turn_completed
derpy_chd_ex_cth_offering_rom_lead	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	6.0000	start_turn_completed
derpy_chd_ex_cth_offering_rom_marble	wh_main_effect_building_construction_cost_mod_all	faction_to_region_own	-6.0000	start_turn_completed
derpy_chd_ex_cth_offering_rom_textiles	wh_main_effect_force_all_campaign_recruitment_cost_all	faction_to_force_own	-6.0000	start_turn_completed
derpy_chd_ex_cth_offering_rom_timber	wh_main_effect_building_construction_cost_mod_all	faction_to_region_own	-6.0000	start_turn_completed
derpy_chd_ex_cth_offering_rom_wine	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_cth_offering_spices	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_cth_offering_trinkets	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	6.0000	start_turn_completed
derpy_chd_ex_cth_court_pleased	wh_main_effect_public_order_faction	faction_to_province_own	3.0000	start_turn_completed
derpy_chd_ex_cth_court_pleased	wh_main_effect_force_stat_leadership	faction_to_force_own	5.0000	start_turn_completed
derpy_chd_ex_cth_court_wrath	wh_main_effect_public_order_faction	faction_to_province_own	-6.0000	start_turn_completed
derpy_chd_ex_cth_court_wrath	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	-10.0000	start_turn_completed
derpy_chd_ex_dwf_offering_animals	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_dwf_offering_dyes	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	6.0000	start_turn_completed
derpy_chd_ex_dwf_offering_gems	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	6.0000	start_turn_completed
derpy_chd_ex_dwf_offering_gold_idols	wh2_main_effect_agent_cap_increase_all_heroes	faction_to_faction_own_unseen	2.0000	start_turn_completed
derpy_chd_ex_dwf_offering_ivory	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	4.0000	start_turn_completed
derpy_chd_ex_dwf_offering_medicine	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	6.0000	start_turn_completed
derpy_chd_ex_dwf_offering_obsidian	wh3_main_effect_winds_of_magic_pool_cap	faction_to_force_own	10.0000	start_turn_completed
derpy_chd_ex_dwf_offering_rom_furs	wh_main_effect_force_all_campaign_movement_range	faction_to_force_own	6.0000	start_turn_completed
derpy_chd_ex_dwf_offering_rom_glass	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_dwf_offering_rom_iron	wh_main_effect_force_stat_armour	faction_to_force_own	4.0000	start_turn_completed
derpy_chd_ex_dwf_offering_rom_lead	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	6.0000	start_turn_completed
derpy_chd_ex_dwf_offering_rom_marble	wh_main_effect_building_construction_cost_mod_all	faction_to_region_own	-6.0000	start_turn_completed
derpy_chd_ex_dwf_offering_rom_textiles	wh_main_effect_force_all_campaign_recruitment_cost_all	faction_to_force_own	-6.0000	start_turn_completed
derpy_chd_ex_dwf_offering_rom_timber	wh_main_effect_building_construction_cost_mod_all	faction_to_region_own	-6.0000	start_turn_completed
derpy_chd_ex_dwf_offering_rom_wine	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_dwf_offering_spices	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_dwf_offering_trinkets	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	6.0000	start_turn_completed
derpy_chd_ex_dwf_ancestors_pleased	wh_main_effect_public_order_faction	faction_to_province_own	3.0000	start_turn_completed
derpy_chd_ex_dwf_ancestors_pleased	wh_main_effect_force_stat_leadership	faction_to_force_own	5.0000	start_turn_completed
derpy_chd_ex_dwf_ancestors_wrath	wh_main_effect_public_order_faction	faction_to_province_own	-6.0000	start_turn_completed
derpy_chd_ex_dwf_ancestors_wrath	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	-10.0000	start_turn_completed
derpy_chd_ex_emp_offering_animals	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_emp_offering_dyes	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	6.0000	start_turn_completed
derpy_chd_ex_emp_offering_gems	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	6.0000	start_turn_completed
derpy_chd_ex_emp_offering_gold_idols	wh2_main_effect_agent_cap_increase_all_heroes	faction_to_faction_own_unseen	2.0000	start_turn_completed
derpy_chd_ex_emp_offering_ivory	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	4.0000	start_turn_completed
derpy_chd_ex_emp_offering_medicine	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	6.0000	start_turn_completed
derpy_chd_ex_emp_offering_obsidian	wh3_main_effect_winds_of_magic_pool_cap	faction_to_force_own	10.0000	start_turn_completed
derpy_chd_ex_emp_offering_rom_furs	wh_main_effect_force_all_campaign_movement_range	faction_to_force_own	6.0000	start_turn_completed
derpy_chd_ex_emp_offering_rom_glass	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_emp_offering_rom_iron	wh_main_effect_force_stat_armour	faction_to_force_own	4.0000	start_turn_completed
